baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSMUSG00000025432.11	1237.63464000221	6.45493184439513	0.218900087275102	29.4880277333235	4.09980957136646e-191	3.1412133556614e-188
ENSMUSG00000061126.5	1586.36311788539	8.1286056135135	0.276571485468397	29.3906134240376	7.23889022329157e-190	5.34824721604402e-187
ENSMUSG00000003153.10	1022.21678895265	4.75302743758382	0.169211663985563	28.0892423467294	1.3257944080587e-173	9.45748583431391e-171
ENSMUSG00000060716.7	840.095139931726	6.73486921992895	0.239867689153436	28.0774340374824	1.84789654472302e-173	1.2742478606895e-170
ENSMUSG00000040703.11	1371.20061576237	7.27379648842609	0.261007201494734	27.86818312587	6.48618834471156e-171	4.32837994474349e-168
ENSMUSG00000048699.4	2458.70198351876	9.60292854997716	0.347624789667907	27.6244066458868	5.66653123713585e-168	3.66323536570716e-165
ENSMUSG00000038295.14	631.285065322775	5.23887185932592	0.191092797413899	27.4153287315103	1.80073671184827e-165	1.12884364721228e-162
ENSMUSG00000012350.15	1200.71716412298	7.68151044523435	0.282770643424388	27.1651623811096	1.67645962982768e-162	1.0200270694778e-159
ENSMUSG00000024421.16	651.442758902235	5.80225330886078	0.215270300535057	26.9533386372351	5.21277694485652e-160	3.08104904737848e-157
ENSMUSG00000048373.8	879.028716907514	7.2296765548913	0.27966099178436	25.8515730376367	2.33600180325529e-147	1.34235748066506e-144
ENSMUSG00000024331.11	731.917226833879	5.56462700968551	0.220059345981526	25.2869378706264	4.4470792099891e-141	2.4863980437039e-138
ENSMUSG00000031297.14	803.324639833221	3.90830445846424	0.154644457608178	25.2728388647894	6.35489131015791e-141	3.4595693824536e-138
ENSMUSG00000043439.5	659.526663859316	5.1760233684927	0.205088581840996	25.2379889803209	1.53443704888574e-140	8.13920493084595e-138
ENSMUSG00000018166.8	696.980616144935	6.8109336858093	0.270551697594478	25.1742411759619	7.67155418222421e-140	3.9675360341918e-137
ENSMUSG00000074227.12	750.578515745838	3.91036490862815	0.15613777672868	25.044322972673	2.01306752474196e-138	1.01571531425212e-135
ENSMUSG00000115388.2	609.418326642107	6.50249669621594	0.260720320753487	24.9405058931486	2.70703740414425e-137	1.3333448280841e-134
ENSMUSG00000020911.14	1699.52101122176	3.62481559615818	0.145379212652219	24.9335206184504	3.22304298221061e-137	1.55058349239514e-134
ENSMUSG00000018849.6	1056.25064161841	3.6331195975549	0.146179953170357	24.8537471709332	2.35557805929491e-136	1.1074964389235e-133
ENSMUSG00000074272.10	525.088709521609	4.94689480490639	0.19968489019848	24.773505897163	1.7306575208274e-135	7.95602491852366e-133
ENSMUSG00000022123.9	552.670932932523	4.73712639058491	0.194188129926307	24.3945208823146	1.95521337101517e-131	8.60585085238101e-129
ENSMUSG00000022218.16	1164.84011584487	8.52448665011097	0.349431421753924	24.3953065449108	1.91803468216458e-131	8.60585085238101e-129
ENSMUSG00000030494.13	525.776954463157	5.76750228163287	0.236654671286616	24.3709631856274	3.47593500660139e-131	1.49805557253256e-128
ENSMUSG00000026479.13	663.22244591254	3.25900820406136	0.135230813668007	24.0995976853489	2.52410530238495e-128	1.06563604878444e-125
ENSMUSG00000035557.9	5638.94839930443	11.8801856658038	0.49367597749113	24.0647432880552	5.8515030798304e-128	2.42100088424903e-125
ENSMUSG00000019866.15	1632.58282696157	2.94416176269557	0.12267728908818	23.9992404835367	2.83202678100492e-127	1.14874780428723e-124
ENSMUSG00000038807.19	1117.18649454612	2.96429919511139	0.124616098144428	23.7874499302316	4.50433613231474e-125	1.79194618402298e-122
ENSMUSG00000026639.18	426.218051032084	4.30170160876503	0.181537725019173	23.6959100832112	3.97334092849309e-124	1.55087742995729e-121
ENSMUSG00000029019.8	418.751966922948	5.45657297512062	0.230888888613623	23.6328954930864	1.76982071774276e-123	6.78005207184156e-121
ENSMUSG00000056413.16	486.367115126352	5.93782192873064	0.254390261804694	23.3413884895065	1.68565845626128e-120	6.3402211790322e-118
ENSMUSG00000015468.14	463.305037212559	5.99864944751405	0.25863938250036	23.1931014895062	5.34494378166821e-119	1.97447950020304e-116
ENSMUSG00000005968.14	900.30355604381	2.82740765650501	0.122163182022039	23.1445154727136	1.6509243695319e-118	5.99169691798359e-116
ENSMUSG00000063011.7	8462.68360261364	1.94803572571079	0.0841888975305821	23.1388672716988	1.88191042983819e-118	6.71225535552803e-116
ENSMUSG00000046410.10	439.962291920596	4.26479286500615	0.185016600227592	23.050866029102	1.44177585981979e-117	5.05525715459185e-115
ENSMUSG00000041607.17	437.950546867432	5.01677014023784	0.219178842213057	22.8889343952332	5.9886574492283e-116	2.06478927753643e-113
ENSMUSG00000024479.3	745.902810451162	7.47907109565261	0.330497654944254	22.6297251546735	2.20976520750427e-113	7.49400210617062e-111
ENSMUSG00000018920.11	363.46704244677	3.7024179003775	0.163949278137707	22.5827032752637	6.41054908976753e-113	2.13895208096808e-110
ENSMUSG00000021118.7	399.461875613412	5.28709036507793	0.235187405411168	22.48032948803	6.46577165023407e-112	2.12313362108559e-109
ENSMUSG00000030513.14	1227.63813208705	2.47355507044442	0.110092748824137	22.4679199753264	8.55029087971402e-112	2.76374792857256e-109
ENSMUSG00000042377.8	350.22973300309	4.34396674977243	0.19352944972452	22.4460243955422	1.3994227207193e-111	4.45382428054156e-109
ENSMUSG00000020435.17	376.581732500642	4.64757195496458	0.20761726332666	22.3852866591937	5.47523347759025e-111	1.71615386289257e-108
ENSMUSG00000084128.10	455.503537953501	4.2945078242831	0.192031554268626	22.3635529100373	8.9127467370064e-111	2.75191032460375e-108
ENSMUSG00000002799.6	445.821716188367	4.57608777875974	0.207289482706653	22.0758319187646	5.39620690485544e-108	1.64163723883448e-105
ENSMUSG00000026380.10	349.703760453515	4.882352269847	0.221704754103189	22.0218654741818	1.77792468999112e-107	5.33042435678931e-105
ENSMUSG00000044017.16	438.263836649065	6.25975578136142	0.286324021689363	21.8624890235466	5.91304931873342e-106	1.74747501795198e-103
ENSMUSG00000068876.16	633.892989227572	7.56671761049445	0.346690205935726	21.8255880349192	1.32621028887909e-105	3.86412848535799e-103
ENSMUSG00000025813.14	498.501923155013	3.0968075679806	0.142022050264935	21.8051180236003	2.0747079972923e-105	5.96103949166468e-103
ENSMUSG00000024011.17	380.260871919874	5.16743573845586	0.237081351496651	21.7960447155999	2.52954203204578e-105	7.16830630368919e-103
ENSMUSG00000037411.10	7312.6067784615	-2.11269657482047	0.0969565521776939	-21.7901372044305	2.87787203010396e-105	8.04520793064333e-103
ENSMUSG00000038732.15	746.6040777827	2.98814258828295	0.138105099080368	21.6367288983591	8.10533541301989e-104	2.23566764918857e-101
ENSMUSG00000026110.15	400.937200684607	3.4823528744315	0.161194715438377	21.6033935415381	1.66893424172037e-103	4.54279508664069e-101
ENSMUSG00000056724.15	627.342340010141	3.20054581473956	0.14859207887878	21.5391415133947	6.6935800172975e-103	1.79831285477706e-100
ENSMUSG00000044041.4	962.33315515624	8.6892507088911	0.404121806309789	21.5015635712322	1.50530122687478e-102	3.9923290359434e-100
ENSMUSG00000063727.3	1654.60770370465	-2.42158266010478	0.112927140464992	-21.4437614388676	5.22178372307747e-102	1.36738025163676e-99
ENSMUSG00000033987.16	751.910133581667	4.69047559746455	0.219341104749526	21.3843894094579	1.86714716384713e-101	4.8282091723132e-99
ENSMUSG00000003526.12	343.81176287463	4.92315074697291	0.230671652139942	21.3426777902739	4.56064138465058e-101	1.16476528795391e-98
ENSMUSG00000033644.5	531.946362248031	7.24116701174951	0.341589812358854	21.1984279090337	9.87399902442909e-100	2.49101729046786e-97
ENSMUSG00000022665.15	15843.651590561	-1.66576456044003	0.0786817266189125	-21.1709202634559	1.7706613143001e-99	4.41321332637664e-97
ENSMUSG00000003279.17	465.761974381565	6.63010264044413	0.31334278424967	21.1592638276977	2.26734817398778e-99	5.58388472324823e-97
ENSMUSG00000044646.15	626.11455140404	3.28206125891071	0.156079619500246	21.0281218612629	3.62728237038369e-98	8.82795181130911e-96
ENSMUSG00000022055.7	421.84201297395	5.57588206732248	0.265468783931454	21.0039085754136	6.04056451015318e-98	1.45303672118068e-95
ENSMUSG00000023043.7	431.345766814826	6.15232299264332	0.293870288368696	20.9355053441962	2.54353647285971e-97	6.04806195563779e-95
ENSMUSG00000041439.15	887.368570989517	2.84971472381256	0.136150185592578	20.9306708720925	2.8150661540804e-97	6.61764471925695e-95
ENSMUSG00000000308.14	361.174706277104	6.06343214484101	0.292392052061687	20.737335717873	1.59519884396964e-95	3.707851515191e-93
ENSMUSG00000016028.11	379.498782282153	6.33171687933071	0.305613445430941	20.7180573171525	2.38100111137983e-95	5.47286333234605e-93
ENSMUSG00000057963.9	694.720489292436	3.18856274255513	0.154414749899557	20.6493404589212	9.89615957146962e-95	2.249690692912e-92
ENSMUSG00000017861.11	452.354450551534	3.31914281209324	0.161076899416337	20.6059517169759	2.42701700833189e-94	5.45735878819149e-92
ENSMUSG00000029832.16	323.813998291853	4.90322150564325	0.238211646769559	20.5834667285874	3.86059543239987e-94	8.58754168925334e-92
ENSMUSG00000021678.9	343.249912800094	4.20986131193544	0.204705861778118	20.5654165218704	5.60168568908016e-94	1.23278799840427e-91
ENSMUSG00000024812.11	1849.15329670854	2.05017225051605	0.0998625772120952	20.5299353146249	1.16329618411843e-93	2.53232555715953e-91
ENSMUSG00000028179.12	527.644874319191	3.04541433234146	0.148343741451398	20.5294426481702	1.17514986942193e-93	2.53232555715953e-91
ENSMUSG00000030353.15	644.884112636381	2.66392353622346	0.129784258378966	20.5257830918514	1.26705471086797e-93	2.70222276327069e-91
ENSMUSG00000025582.4	424.894564956199	3.10595310566592	0.151457415972056	20.5071048237016	1.86043969162563e-93	3.92723631639381e-91
ENSMUSG00000030093.7	368.91491706155	6.51658279862472	0.319221837501942	20.413963059733	1.25669940287593e-92	2.6259939946762e-90
ENSMUSG00000041362.17	459.456982774031	3.38085327223812	0.165667719936624	20.4074352778651	1.43626164592453e-92	2.97119446692408e-90
ENSMUSG00000071847.13	976.17308289829	2.1697669657496	0.107303633605599	20.2208153893904	6.42130356360915e-91	1.31522283980577e-88
ENSMUSG00000053030.11	715.51814645664	8.16013514405461	0.403791801421607	20.2087687648082	8.19672107260843e-91	1.66240753753971e-88
ENSMUSG00000022865.14	1017.89691957871	3.41245080585944	0.1692152546582	20.1663308237327	1.93471330582306e-90	3.8857683648118e-88
ENSMUSG00000039457.4	325.366068744433	3.87493967317622	0.192371560633379	20.1429965033192	3.10001411420464e-90	6.16634538274533e-88
ENSMUSG00000102752.1	291.65252968245	4.09679815194285	0.203390778072765	20.1424970726902	3.13143461492051e-90	6.16952265512958e-88
ENSMUSG00000029154.13	732.126853349502	8.29205667167987	0.412295471826168	20.1119275818192	5.80245604073779e-90	1.13240951051644e-87
ENSMUSG00000028128.13	1790.7214802991	-2.08943732765538	0.103941723097901	-20.1020077922642	7.08676607162295e-90	1.37013018433331e-87
ENSMUSG00000022346.16	4842.31096231102	2.5247951025288	0.125921853941894	20.0504918208547	1.9985960690279e-89	3.82823674814631e-87
ENSMUSG00000022102.13	303.629955600705	5.63762216225208	0.281444097114154	20.0310549059604	2.9533522255779e-89	5.60513738445229e-87
ENSMUSG00000021182.16	302.523854143939	4.03017999918702	0.20159798718327	19.9911718142465	6.57338656054e-89	1.23621497979901e-86
ENSMUSG00000028434.12	984.575011480394	2.52765220843123	0.126710037427722	19.9483186947446	1.55013995149112e-88	2.88898605193665e-86
ENSMUSG00000042216.13	360.201997696794	3.34077902955961	0.167532138700055	19.9411232703288	1.78999876044848e-88	3.30622360333908e-86
ENSMUSG00000019996.17	303.588516924698	4.80511719891955	0.241070545781615	19.9324110016845	2.13047342847794e-88	3.90027467388701e-86
ENSMUSG00000029449.11	351.101090583461	3.84167446745182	0.193266031785184	19.8776496416187	6.35415019030011e-88	1.15305530690121e-85
ENSMUSG00000085925.3	338.05940978646	3.27191766722647	0.165101181491131	19.8176514406243	2.09667800364158e-87	3.77165024881159e-85
ENSMUSG00000024965.9	348.98172423606	5.42022290929087	0.273719020697032	19.8021419756952	2.85300853059962e-87	5.0879471959064e-85
ENSMUSG00000031075.19	2030.19647550231	1.83820966830671	0.0937333636215371	19.6110498683133	1.24436635252509e-85	2.20018860980228e-83
ENSMUSG00000028954.11	2684.50301862772	1.81336932205111	0.0928361138720305	19.5330162629464	5.75385003357409e-85	1.00872792919108e-82
ENSMUSG00000092586.8	2363.34689446817	10.9876471941667	0.563412372119592	19.5019629278471	1.0564878519834e-84	1.83660203310761e-82
ENSMUSG00000026638.15	451.512115652809	7.31023464365727	0.379907553178799	19.2421408379232	1.64281090796509e-82	2.83206910442282e-80
ENSMUSG00000027456.8	288.329412014444	5.87955128241821	0.305817566476246	19.2256819978158	2.25652895181451e-82	3.85791854761874e-80
ENSMUSG00000044737.6	429.38251067393	7.1553731070303	0.37240880955357	19.2137589752721	2.8394261466166e-82	4.8146892372998e-80
ENSMUSG00000025481.12	243.770183036785	4.57712421521938	0.239216309698675	19.1338300510734	1.32009529924996e-81	2.22022857362471e-79
ENSMUSG00000002384.2	247.538329259163	4.43095486627999	0.232095814126557	19.0910589359611	2.99633619457343e-81	4.99880700460811e-79
ENSMUSG00000040152.8	93737.2239352442	-1.87260900469862	0.0981222494874631	-19.0844483741466	3.40047626080733e-81	5.6276521925857e-79
ENSMUSG00000006310.10	295.568810841114	5.63962385253552	0.295787957521462	19.0664417165338	4.79867269720017e-81	7.87858270531587e-79
ENSMUSG00000030168.13	2442.9549221936	2.0784127502746	0.109202505061255	19.0326471824868	9.15110123461348e-81	1.49062071842873e-78
ENSMUSG00000027377.2	378.071933854935	7.05251761597312	0.370808930087454	19.019276623974	1.18101683577843e-80	1.90872619388659e-78
ENSMUSG00000052180.15	292.04907955386	4.69981315963605	0.247504191759183	18.9888224770306	2.11007114477748e-80	3.38380168775285e-78
ENSMUSG00000033491.13	657.725884900306	2.6850414895739	0.141695403767177	18.9493901579599	4.46730307083124e-80	7.10885374048353e-78
ENSMUSG00000025085.16	1460.71532535585	2.09037529473015	0.110373900791627	18.9390361284461	5.43835909331313e-80	8.58804080636403e-78
ENSMUSG00000034382.14	236.020316127389	4.14740937736233	0.219784033850549	18.8703851899567	1.99836589455888e-79	3.13183297429844e-77
ENSMUSG00000042367.12	551.453970347507	3.15874704807676	0.16760746853059	18.8460996145901	3.16323018203499e-79	4.92013103577127e-77
ENSMUSG00000003283.15	351.127929622616	3.50776919871881	0.187071296070946	18.750975015368	1.90074123108649e-78	2.93437566026017e-76
ENSMUSG00000098678.1	270.808153713485	5.94901179637163	0.31879936934612	18.6606761756571	1.03414324392611e-77	1.58469046571107e-75
ENSMUSG00000035852.11	755.126174703286	8.82530613393521	0.472996793453839	18.6582789906302	1.08158900749165e-77	1.64520822043969e-75
ENSMUSG00000036473.16	1493.57232919081	1.85073308622921	0.0993858368135915	18.6216984790343	2.14307759717777e-77	3.23604717173843e-75
ENSMUSG00000027544.16	366.337687002307	7.09613523326447	0.382724395755894	18.5411102923015	9.62146833086909e-77	1.44231387942528e-74
ENSMUSG00000031298.15	1967.55470258852	-1.95196595521325	0.105473079319107	-18.5067693843242	1.82099657898201e-76	2.71014073592811e-74
ENSMUSG00000026450.14	354.23691097089	7.0476130337703	0.381755965004872	18.4610423407015	4.25059045107148e-76	6.2808546186654e-74
ENSMUSG00000028111.4	1432.82971643427	-1.7244190388351	0.0936553689630134	-18.4123885040281	1.04510087628824e-75	1.53333346296275e-73
ENSMUSG00000023092.16	1690.77992558806	-1.72116884044158	0.0935885997669526	-18.390795938047	1.55677688487935e-75	2.26796080404923e-73
ENSMUSG00000047501.3	1465.31094673592	10.298282226356	0.560685643410166	18.3673014413576	2.40054298258678e-75	3.472729558096e-73
ENSMUSG00000087166.9	1521.61176567075	10.3511141902046	0.563641771520538	18.364703812282	2.51819815346256e-75	3.61763647226944e-73
ENSMUSG00000020782.18	792.437470233774	3.31654431308521	0.180738097117085	18.3500012780188	3.30104622132963e-75	4.70956849521697e-73
ENSMUSG00000006342.15	314.47926330079	3.44882466896178	0.188739588025214	18.2729267614012	1.3595937637385e-74	1.92643261578482e-72
ENSMUSG00000033361.13	581.554295101117	2.41385016859261	0.132193714867474	18.2599465565555	1.72459880875027e-74	2.42699153446373e-72
ENSMUSG00000039621.13	359.960860957084	3.67954181825031	0.202472136709483	18.1730774320316	8.43329272256636e-74	1.17878058480899e-71
ENSMUSG00000014846.12	534.473138266622	3.649410530118	0.200910834328722	18.1643291777236	9.89085265481142e-74	1.37323536154419e-71
ENSMUSG00000031803.8	247.898080414719	5.60872580250778	0.309854911993726	18.1011356780471	3.12164546229517e-73	4.30516531190001e-71
ENSMUSG00000000120.6	240.804165631987	5.29589998101866	0.292824031514395	18.0856057258344	4.13795868234986e-73	5.6690033948193e-71
ENSMUSG00000051375.15	328.552355062886	2.84337728307291	0.157853182345625	18.0127967065449	1.54615572360489e-72	2.10429759567199e-70
ENSMUSG00000028581.17	347.494898988406	7.11307610858226	0.395180813277229	17.9995482310834	1.96414553765171e-72	2.65570449264058e-70
ENSMUSG00000024529.14	35328.1678451143	-1.57646642273464	0.0879509589771323	-17.9243801439906	7.60939070150639e-72	1.02217834702638e-69
ENSMUSG00000027220.2	951.097804831588	-2.22323108523518	0.124084361592863	-17.9170933121281	8.67436929467322e-72	1.1577205006381e-69
ENSMUSG00000051076.8	213.858031538754	4.72070913719145	0.263637770992768	17.9060425196849	1.05795491835155e-71	1.40294316640631e-69
ENSMUSG00000020173.17	704.985315876556	2.18485912744974	0.122047999805679	17.9016381335901	1.1450377873121e-71	1.50875138255575e-69
ENSMUSG00000021895.10	527.850645719192	2.53548774711841	0.141783136827701	17.8828583133946	1.60398954670439e-71	2.10010960459961e-69
ENSMUSG00000073722.3	562.589176569115	8.25880506121402	0.462068796414282	17.8735398825965	1.8957390443588e-71	2.46648764846858e-69
ENSMUSG00000026981.15	4900.71690005775	-1.67999006339239	0.0940088275504563	-17.8705564909924	1.99989360047374e-71	2.58573743206252e-69
ENSMUSG00000042306.11	674.286552526765	8.66030272556798	0.486266378043155	17.8097913337521	5.93305920429341e-71	7.62342830802595e-69
ENSMUSG00000011179.8	2561.67896993125	1.53332877603528	0.086103942292877	17.8078812096636	6.13901093904561e-71	7.83936538864423e-69
ENSMUSG00000000889.8	230.113871977143	5.19120465759948	0.29259182788455	17.7421382378725	1.98245521833193e-70	2.51601540500813e-68
ENSMUSG00000026249.10	14421.8232611962	-1.90637341899747	0.107544698751841	-17.7263355713742	2.62602112679048e-70	3.31246945426309e-68
ENSMUSG00000030091.17	509.795822157177	8.11867418816807	0.458114586734022	17.7219290179069	2.84004307225685e-70	3.56072551731985e-68
ENSMUSG00000002228.7	239.427164748976	3.85878190691809	0.218324993989275	17.6744853459501	6.59393977215846e-70	8.21739952208688e-68
ENSMUSG00000025357.8	848.94281153024	2.07371323956275	0.117671963986167	17.6228318905813	1.64557256216253e-69	2.03844069421893e-67
ENSMUSG00000044641.7	280.87841450366	3.02680513690377	0.171857216326683	17.6123249381052	1.98136906491846e-69	2.43979653845049e-67
ENSMUSG00000044393.15	315.970620374672	6.97244619078219	0.398035531913403	17.517145158536	1.06013346492671e-68	1.29769118277744e-66
ENSMUSG00000018411.17	222.618517036054	5.1810223769012	0.296361026045243	17.482131324887	1.96032878469869e-68	2.38548950406246e-66
ENSMUSG00000024222.17	762.807680029817	2.10862393333397	0.12081774953964	17.4529317204517	3.27009189150825e-68	3.95604625494919e-66
ENSMUSG00000023039.17	500.664450214585	3.38305005070262	0.19384689324257	17.4521757564061	3.31366432717479e-68	3.98545197303866e-66
ENSMUSG00000036553.16	213.613324080703	3.46328363034213	0.198513361972992	17.4460983176201	3.68564937067894e-68	4.40722708273036e-66
ENSMUSG00000028392.15	269.26394074901	6.47836149956742	0.371427548790351	17.4417905205628	3.97425399518991e-68	4.72502255163757e-66
ENSMUSG00000038028.9	837.476185759905	2.38064716910155	0.136597621353963	17.428174411124	5.04304262224291e-68	5.96145272721938e-66
ENSMUSG00000041649.13	472.853274555492	3.30467859525027	0.189637660146488	17.4262780541456	5.21305443349887e-68	6.12741233328359e-66
ENSMUSG00000037465.10	1633.62017198019	1.81781909223142	0.104438363356544	17.4056642962274	7.47340332830412e-68	8.73459291822753e-66
ENSMUSG00000078670.3	299.484820258915	2.77805541986945	0.159633179329912	17.4027444139798	7.86431471015356e-68	9.13983586567116e-66
ENSMUSG00000050296.14	288.471396328104	6.65674004430138	0.3827120830872	17.393597794467	9.22569160568194e-68	1.06621163266336e-65
ENSMUSG00000054423.14	202.529523881086	4.24763357919062	0.245491615729967	17.3025606864834	4.4993790947615e-67	5.17103640740729e-65
ENSMUSG00000092035.8	1371.61924931414	1.63336613534457	0.0944714118831534	17.2895281523345	5.64121371741665e-67	6.44750210896123e-65
ENSMUSG00000022596.3	1256.09232823558	2.36848653794254	0.13752313892258	17.2224583913541	1.8016998314839e-66	2.04789914362129e-64
ENSMUSG00000032420.8	1357.39212732792	2.44589453639659	0.142040927540206	17.2196463283743	1.89140409939529e-66	2.13811347563881e-64
ENSMUSG00000049044.16	223.954814734128	5.50582739807928	0.319770816403246	17.2180421590949	1.94455653680045e-66	2.18625223243429e-64
ENSMUSG00000041605.16	270.766288034528	2.97677227375128	0.173680154867116	17.1393920970927	7.5435202688923e-66	8.43528669203108e-64
ENSMUSG00000052397.8	2218.2356718365	1.91183399548689	0.111550013651888	17.1388055715807	7.61999309331069e-66	8.47498909254399e-64
ENSMUSG00000092060.4	274.304882595437	4.31421060183869	0.251893106400597	17.1271483506881	9.31079237932657e-66	1.0300126307547e-63
ENSMUSG00000014602.15	2159.07523342923	-1.76804806328003	0.103386651309298	-17.1013186024435	1.4508427128129e-65	1.59646719148726e-63
ENSMUSG00000038235.4	1182.37638574554	2.21707096576255	0.129690725351905	17.0950618075943	1.61524703656632e-65	1.7679690711877e-63
ENSMUSG00000035773.6	203.493418701969	4.55930328587442	0.267576206318596	17.0392702273601	4.19938861627654e-65	4.5722501213112e-63
ENSMUSG00000026202.13	1810.8281997707	2.18154593957677	0.128700207020463	16.9506016352399	1.90494425095068e-64	2.06322417379145e-62
ENSMUSG00000041235.12	258.328006028954	2.9577260588933	0.174785600313895	16.9220236311319	3.09607311398223e-64	3.33585752650783e-62
ENSMUSG00000028766.10	185.315712025544	4.67856771745118	0.276520817229829	16.9194050716356	3.23683551740526e-64	3.46945162427785e-62
ENSMUSG00000074743.4	2624.36174006829	-1.55685415570857	0.0921852199894999	-16.8883271731184	5.48358265359304e-64	5.847364657468e-62
ENSMUSG00000030411.16	265.128346085848	3.43755793527796	0.203641691117333	16.8804232395484	6.26937412741687e-64	6.65100218327553e-62
ENSMUSG00000035834.11	552.64320780933	2.84889932760082	0.168812364066336	16.8761295617028	6.74228606560006e-64	7.11620774689125e-62
ENSMUSG00000029168.14	536.57963973434	8.4835708855765	0.503036999964159	16.864705550846	8.18087706005553e-64	8.59075145895272e-62
ENSMUSG00000001021.13	202.405396115238	5.7668204790663	0.342419019411547	16.8414140341173	1.21302842868341e-63	1.26736965172595e-61
ENSMUSG00000034730.17	368.908600275052	7.41067455412476	0.440088399025744	16.839059085698	1.2622764865648e-63	1.31219666721438e-61
ENSMUSG00000032561.15	197.101691117358	4.83733362126971	0.287893798099364	16.8024933263764	2.33997448331103e-63	2.42035260681276e-61
ENSMUSG00000029246.14	914.495017466179	2.06111244751985	0.122700591553827	16.7979014723468	2.52832112873106e-63	2.60215816865967e-61
ENSMUSG00000021696.9	310.378393375375	3.5609847833568	0.212060034686576	16.7923427373759	2.77664620018357e-63	2.84358811599988e-61
ENSMUSG00000028518.8	722.838210385535	2.60360091461522	0.155102407614757	16.7863346201694	3.07243826405292e-63	3.13101134820013e-61
ENSMUSG00000003469.9	246.039469197634	6.5189450818305	0.389647816941513	16.7303518674891	7.87715556807718e-63	7.98797633513788e-61
ENSMUSG00000049493.13	201.08645187014	4.7572816758747	0.285458253718918	16.6654199480918	2.3384043352191e-62	2.35973514549647e-60
ENSMUSG00000025558.19	2159.61754628272	1.87386632123367	0.112605538737543	16.6409782524217	3.51823168968374e-62	3.53309024099454e-60
ENSMUSG00000078695.8	447.700315720536	2.48099631990425	0.149100709979124	16.639735117637	3.59203496544071e-62	3.58977909807111e-60
ENSMUSG00000049969.3	533.862950917585	2.16792768082116	0.130324446589057	16.6348504640663	3.89727584936444e-62	3.87610314883664e-60
